,state,county,parks,pitches,sports_centres,schools
2323,Mississippi,Wayne,11,27,3,27
2324,Mississippi,Leake,2,28,0,16
2325,Mississippi,Jefferson_Davis,1,6,0,39
2326,Mississippi,Harrison,63,227,6,81
2327,Mississippi,Walthall,1,7,0,20
2328,Mississippi,Oktibbeha,20,85,3,36
2329,Mississippi,Simpson,9,22,0,11
2330,Mississippi,Choctaw,5,17,0,18
2331,Mississippi,Jackson,52,168,2,78
2332,Mississippi,Jones,23,106,1,91
2333,Mississippi,DeSoto,72,168,3,63
2334,Mississippi,Lauderdale,27,95,4,54
2335,Mississippi,Clay,11,29,0,20
2336,Mississippi,Sharkey,2,20,0,10
2337,Mississippi,Yazoo,3,15,0,25
2338,Mississippi,Lawrence,4,27,1,20
2339,Mississippi,Pearl_River,17,58,0,28
2340,Mississippi,Clarke,4,26,1,16
2341,Mississippi,Smith,5,20,0,5
2342,Mississippi,Stone,5,30,0,30
2343,Mississippi,Pontotoc,7,35,1,13
2344,Mississippi,Claiborne,5,17,0,19
2345,Mississippi,Tippah,5,23,3,35
2346,Mississippi,Calhoun,8,21,0,23
2347,Mississippi,Covington,3,20,2,18
2348,Mississippi,Forrest,38,196,10,98
2349,Mississippi,Madison,28,138,3,37
2350,Mississippi,Hancock,12,41,2,29
2351,Mississippi,Marshall,4,30,3,25
2352,Mississippi,Carroll,0,10,1,22
2353,Mississippi,Scott,11,40,0,26
2354,Mississippi,Alcorn,4,31,0,32
2355,Mississippi,Perry,7,12,1,10
2356,Mississippi,Sunflower,9,63,5,69
2357,Mississippi,Lee,15,105,5,48
2358,Mississippi,Newton,2,38,0,24
2359,Mississippi,Montgomery,1,16,1,29
2360,Mississippi,Rankin,36,243,4,104
2361,Mississippi,Kemper,2,13,2,7
2362,Mississippi,Coahoma,10,41,1,30
2363,Mississippi,Neshoba,4,49,0,17
2364,Mississippi,Lowndes,15,84,2,32
2365,Mississippi,Leflore,22,93,4,69
2366,Mississippi,Amite,2,8,0,9
2367,Mississippi,Jasper,9,19,1,33
2368,Mississippi,Attala,5,23,0,16
2369,Mississippi,Grenada,24,45,6,32
2370,Mississippi,Lafayette,44,198,5,82
2371,Mississippi,George,7,6,0,28
2372,Mississippi,Washington,24,60,1,49
2373,Mississippi,Lamar,6,34,3,34
2374,Mississippi,Bolivar,15,41,2,52
2375,Mississippi,Pike,5,36,0,38
2376,Mississippi,Tishomingo,13,20,0,22
2377,Mississippi,Wilkinson,0,5,0,33
2378,Hawaii,Kauai,57,146,6,146
2379,Hawaii,Hawaii,125,321,27,313
2380,Hawaii,Honolulu,373,1317,64,1393
2381,Hawaii,Maui,95,310,25,165
2382,Washington,Cowlitz,75,234,10,179
2383,Washington,Kittitas,67,83,10,33
2384,Washington,Lincoln,18,31,1,40
2385,Washington,San_Juan,42,135,5,26
2386,Washington,Wahkiakum,5,13,0,10
2387,Washington,Clark,435,874,54,368
2388,Washington,Asotin,15,25,1,18
2389,Washington,Columbia,9,9,1,5
2390,Washington,Klickitat,40,48,3,40
2391,Washington,Ferry,10,15,0,38
2392,Washington,Adams,24,42,0,26
2393,Washington,Whatcom,153,313,25,168
2394,Washington,Pacific,36,55,1,35
2395,Washington,Grant,100,218,7,173
2396,Washington,Jefferson,46,110,7,29
2397,Washington,Mason,58,57,3,76
2398,Washington,Clallam,71,109,11,109
2399,Washington,Whitman,80,105,7,76
2400,Washington,Benton,200,546,20,184
2401,Washington,Yakima,120,491,17,267
2402,Washington,Pend_Oreille,19,24,1,27
2403,Washington,Skamania,12,31,0,18
2404,Washington,Kitsap,197,446,21,265
2405,Washington,King,2376,4204,185,1683
2406,Washington,Walla_Walla,40,117,4,64
2407,Washington,Lewis,61,250,5,139
2408,Washington,Pierce,931,1757,58,813
2409,Washington,Island,131,140,9,55
2410,Washington,Franklin,56,395,10,174
2411,Washington,Skagit,123,185,13,128
2412,Washington,Thurston,253,573,27,347
2413,Washington,Spokane,351,1032,27,448
2414,Washington,Douglas,28,78,2,47
2415,Washington,Stevens,29,73,1,97
2416,Washington,Grays_Harbor,127,219,11,122
2417,Washington,Snohomish,0,0,0,0
2418,Washington,Okanogan,64,99,5,89
2419,Washington,Chelan,68,164,13,62
2420,North Carolina,Rockingham,43,101,3,61
2421,North Carolina,Durham,126,537,38,182
2422,North Carolina,Robeson,34,159,3,99
2423,North Carolina,Onslow,61,265,13,145
2424,North Carolina,Pasquotank,17,70,2,37
2425,North Carolina,New_Hanover,76,432,14,96
2426,North Carolina,Guilford,159,684,30,295
2427,North Carolina,Davidson,49,238,13,99
2428,North Carolina,Buncombe,100,340,18,113
2429,North Carolina,Franklin,7,64,0,28
2430,North Carolina,Caldwell,33,80,7,48
2431,North Carolina,Granville,10,31,1,31
2432,North Carolina,Brunswick,68,262,8,41
2433,North Carolina,Mitchell,7,15,0,20
2434,North Carolina,Pamlico,12,38,2,18
2435,North Carolina,Hoke,10,46,2,106
2436,North Carolina,Iredell,55,159,7,76
2437,North Carolina,Richmond,19,62,1,41
2438,North Carolina,Cherokee,5,31,0,34
2439,North Carolina,Warren,6,26,0,24
2440,North Carolina,Polk,10,113,2,24
2441,North Carolina,Wilkes,26,79,2,35
2442,North Carolina,Alexander,9,37,0,12
2443,North Carolina,Bladen,15,67,2,27
2444,North Carolina,Hertford,3,33,3,24
2445,North Carolina,Currituck,8,106,5,25
2446,North Carolina,Stokes,11,46,1,29
2447,North Carolina,Beaufort,18,60,1,37
2448,North Carolina,Stanly,25,129,10,43
2449,North Carolina,Nash,24,138,3,46
2450,North Carolina,Orange,70,374,29,93
2451,North Carolina,Ashe,12,39,1,34
2452,North Carolina,Transylvania,10,91,1,17
2453,North Carolina,Watauga,34,83,8,18
2454,North Carolina,Gaston,80,267,12,103
2455,North Carolina,Anson,3,31,1,20
2456,North Carolina,Cabarrus,45,350,23,78
2457,North Carolina,Cumberland,98,372,11,284
2458,North Carolina,Alamance,54,175,6,72
2459,North Carolina,Madison,6,34,1,27
2460,North Carolina,Yadkin,7,59,0,52
2461,North Carolina,Pender,27,68,2,28
2462,North Carolina,Johnston,68,214,5,123
2463,North Carolina,Wake,601,1548,181,526
2464,North Carolina,Lee,12,82,3,24
2465,North Carolina,Hyde,3,4,1,21
2466,North Carolina,Perquimans,2,5,1,6
2467,North Carolina,Chowan,4,19,1,13
2468,North Carolina,Chatham,42,127,5,26
2469,North Carolina,Pitt,35,159,4,78
2470,North Carolina,Macon,21,26,2,16
2471,North Carolina,Lincoln,12,85,4,43
2472,North Carolina,Harnett,18,83,3,53
2473,North Carolina,Edgecombe,20,52,1,39
2474,North Carolina,Vance,18,35,1,31
2475,North Carolina,Martin,11,26,1,22
2476,North Carolina,Davie,5,62,9,28
2477,North Carolina,Graham,5,18,0,17
2478,North Carolina,Montgomery,14,58,2,26
2479,North Carolina,Duplin,8,52,1,26
2480,North Carolina,Catawba,55,203,7,82
2481,North Carolina,Rowan,54,195,10,78
2482,North Carolina,Carteret,57,176,12,30
2483,North Carolina,Henderson,28,195,6,61
2484,North Carolina,Haywood,20,45,4,36
2485,North Carolina,Jones,5,15,1,10
2486,North Carolina,Moore,25,203,12,38
2487,North Carolina,Bertie,6,25,1,14
2488,North Carolina,Surry,51,160,7,97
2489,North Carolina,Washington,8,54,0,16
2490,North Carolina,Jackson,37,82,9,19
2491,North Carolina,Cleveland,23,110,4,69
2492,North Carolina,Swain,13,25,3,27
2493,North Carolina,McDowell,12,29,3,16
2494,North Carolina,Craven,47,126,8,50
2495,North Carolina,Randolph,25,168,5,61
2496,North Carolina,Wilson,27,131,3,39
2497,North Carolina,Gates,14,10,1,10
2498,North Carolina,Person,11,24,0,21
2499,North Carolina,Halifax,17,38,3,64
2500,North Carolina,Yancey,9,28,1,25
2501,North Carolina,Caswell,4,29,1,14
2502,North Carolina,Clay,5,19,2,20
2503,North Carolina,Rutherford,33,79,4,51
2504,North Carolina,Mecklenburg,383,1830,84,928
2505,North Carolina,Greene,2,38,0,16
2506,North Carolina,Alleghany,4,16,1,8
2507,North Carolina,Dare,36,162,12,28
2508,North Carolina,Tyrrell,4,6,0,9
2509,North Carolina,Camden,4,2,0,5
2510,North Carolina,Lenoir,11,67,4,63
2511,North Carolina,Burke,54,116,3,61
2512,North Carolina,Northampton,4,10,1,28
2513,North Carolina,Wayne,21,189,5,58
2514,North Carolina,Forsyth,111,433,33,362
2515,North Carolina,Union,47,415,17,160
2516,North Carolina,Columbus,9,86,3,46
2517,North Carolina,Sampson,11,98,2,73
2518,North Carolina,Avery,13,125,4,17
2519,Illinois,Madison,187,543,18,242
2520,Illinois,Ogle,43,154,3,58
2521,Illinois,Cook,2694,7032,477,3932
2522,Illinois,Edwards,3,2,1,5
2523,Illinois,Jefferson,19,63,2,39
2524,Illinois,Calhoun,10,10,1,9
2525,Illinois,Kankakee,96,136,7,96
2526,Illinois,Lawrence,6,8,0,18
2527,Illinois,Douglas,20,31,1,16
2528,Illinois,Clay,6,20,1,12
2529,Illinois,Coles,69,174,7,41
2530,Illinois,Alexander,13,8,0,22
2531,Illinois,Knox,50,112,12,42
2532,Illinois,Kane,468,1050,20,330
2533,Illinois,Lake,648,2039,59,473
2534,Illinois,Brown,9,8,0,4
2535,Illinois,Carroll,21,20,0,31
2536,Illinois,Massac,11,38,1,23
2537,Illinois,Union,11,29,0,23
2538,Illinois,Shelby,22,33,1,21
2539,Illinois,Hancock,29,24,2,22
2540,Illinois,Kendall,145,560,7,94
2541,Illinois,Wayne,8,14,0,18
2542,Illinois,Menard,11,26,1,15
2543,Illinois,Wabash,2,33,0,7
2544,Illinois,Ford,13,48,3,18
2545,Illinois,Piatt,17,23,1,23
2546,Illinois,Monroe,25,89,1,28
2547,Illinois,Marion,27,59,3,34
2548,Illinois,Effingham,18,106,2,33
2549,Illinois,Cumberland,5,5,0,8
2550,Illinois,LaSalle,71,170,4,95
2551,Illinois,Macon,85,196,7,94
2552,Illinois,Moultrie,17,17,0,16
2553,Illinois,Iroquois,13,42,1,37
2554,Illinois,Greene,20,25,1,14
2555,Illinois,Stephenson,27,53,4,32
2556,Illinois,DeKalb,90,208,9,93
2557,Illinois,St_Clair,142,518,25,232
2558,Illinois,Edgar,17,38,0,16
2559,Illinois,Franklin,31,65,5,31
2560,Illinois,McDonough,51,120,4,23
2561,Illinois,Lee,33,60,1,28
2562,Illinois,Jersey,13,39,0,16
2563,Illinois,Peoria,138,363,35,334
2564,Illinois,Jo_Daviess,38,132,4,31
2565,Illinois,Scott,6,9,0,6
2566,Illinois,Henry,41,92,6,48
2567,Illinois,Pulaski,2,5,0,4
2568,Illinois,Washington,17,34,0,13
2569,Illinois,Perry,5,37,2,22
2570,Illinois,Vermilion,62,173,4,106
2571,Illinois,Macoupin,34,84,1,46
2572,Illinois,Warren,16,44,2,33
2573,Illinois,Mercer,17,37,1,17
2574,Illinois,Adams,69,150,7,41
2575,Illinois,Livingston,30,89,4,36
2576,Illinois,Randolph,24,51,1,26
2577,Illinois,Woodford,30,85,4,29
2578,Illinois,Pope,3,3,1,10
2579,Illinois,Fayette,12,22,2,14
2580,Illinois,White,9,28,0,18
2581,Illinois,Whiteside,71,148,6,78
2582,Illinois,Grundy,45,94,1,54
2583,Illinois,Will,514,1118,25,437
2584,Illinois,McHenry,238,804,8,177
2585,Illinois,McLean,148,545,88,119
2586,Illinois,Henderson,12,9,0,11
2587,Illinois,Hardin,3,9,0,10
2588,Illinois,Sangamon,122,828,17,211
2589,Illinois,Pike,19,23,0,18
2590,Illinois,Clinton,33,57,4,30
2591,Illinois,Morgan,32,90,2,39
2592,Illinois,Richland,10,38,2,9
2593,Illinois,Logan,32,62,1,27
2594,Illinois,Champaign,176,550,70,139
2595,Illinois,Stark,5,13,0,8
2596,Illinois,Williamson,29,133,6,45
2597,Illinois,Marshall,19,34,2,9
2598,Illinois,Jackson,67,128,2,62
2599,Illinois,DuPage,717,2133,58,619
2600,Illinois,Saline,12,49,3,42
2601,Illinois,Bond,10,24,4,6
2602,Illinois,Winnebago,170,465,13,249
2603,Illinois,Boone,30,126,3,45
2604,Illinois,Fulton,33,50,1,32
2605,Illinois,Bureau,42,95,0,37
2606,Illinois,Mason,19,34,0,15
2607,Illinois,Hamilton,3,12,0,10
2608,Illinois,Christian,23,69,1,51
2609,Illinois,Tazewell,93,330,26,147
2610,Illinois,Rock_Island,117,442,29,137
2611,New York,Richmond,136,954,28,288
2612,New York,Tioga,41,92,0,40
2613,New York,Kings,492,1540,99,1093
2614,New York,Schuyler,8,27,1,7
2615,New York,Madison,44,147,8,31
2616,New York,Niagara,113,382,13,110
2617,New York,Franklin,23,76,5,28
2618,New York,Saratoga,131,387,21,127
2619,New York,Jefferson,75,238,5,57
2620,New York,Genesee,32,115,5,36
2621,New York,Seneca,21,64,2,18
2622,New York,Ontario,0,0,0,0
2623,New York,Bronx,356,781,14,448
2624,New York,Delaware,27,155,9,44
2625,New York,Wyoming,16,94,5,20
2626,New York,Schoharie,13,55,0,21
2627,New York,St_Lawrence,66,179,9,80
2628,New York,Broome,105,334,7,114
2629,New York,Ulster,120,453,30,121
2630,New York,Chenango,20,84,0,25
2631,New York,Chemung,56,187,5,54
2632,New York,Monroe,304,1600,45,444
2633,New York,Herkimer,32,113,3,65
2634,New York,Orleans,22,70,1,15
2635,New York,Queens,632,1814,45,721
2636,New York,Greene,14,146,5,22
2637,New York,Chautauqua,83,314,10,85
2638,New York,Cortland,21,107,3,32
2639,New York,Suffolk,770,3644,55,952
2640,New York,New_York,445,913,64,586
2641,New York,Oneida,127,543,27,142
2642,New York,Warren,53,265,9,43
2643,New York,Wayne,43,177,4,66
2644,New York,Onondaga,249,920,34,272
2645,New York,Lewis,18,58,3,11
2646,New York,Clinton,43,197,3,42
2647,New York,Dutchess,158,687,10,204
2648,New York,Hamilton,5,46,4,12
2649,New York,Westchester,507,1837,33,576
2650,New York,Putnam,30,130,1,50
2651,New York,Allegany,47,129,3,35
2652,New York,Nassau,939,3249,153,1064
2653,New York,Yates,4,72,1,11
2654,New York,Rockland,72,433,9,185
2655,New York,Erie,508,1717,50,568
2656,New York,Columbia,41,138,1,42
2657,New York,Livingston,41,142,4,44
2658,New York,Otsego,33,200,4,40
2659,New York,Sullivan,44,312,9,46
2660,New York,Albany,232,683,43,200
2661,New York,Schenectady,0,0,0,0
2662,New York,Montgomery,42,84,0,56
2663,New York,Cattaraugus,43,190,12,60
2664,New York,Tompkins,61,169,11,63
2665,New York,Orange,248,762,27,282
2666,New York,Essex,45,144,14,42
2667,New York,Fulton,39,117,4,49
2668,New York,Rensselaer,110,324,24,122
2669,New York,Cayuga,43,170,5,41
2670,New York,Oswego,51,151,4,65
2671,New York,Washington,33,148,3,92
2672,New York,Steuben,56,260,5,100
2673,Rhode Island,Providence,268,742,26,535
2674,Rhode Island,Washington,48,358,7,108
2675,Rhode Island,Newport,50,334,10,100
2676,Rhode Island,Bristol,41,148,5,69
2677,Rhode Island,Kent,46,279,9,122
2678,Missouri,Audrain,18,60,2,31
2679,Missouri,St_Louis_city,178,419,27,259
2680,Missouri,Texas,6,15,0,88
2681,Missouri,Dallas,3,9,1,30
2682,Missouri,Pike,21,22,1,38
2683,Missouri,Phelps,23,57,1,66
2684,Missouri,Caldwell,7,15,0,62
2685,Missouri,Franklin,39,157,5,145
2686,Missouri,Chariton,9,12,0,25
2687,Missouri,Boone,103,595,34,149
2688,Missouri,Linn,36,33,2,45
2689,Missouri,Gentry,3,15,0,19
2690,Missouri,Cole,35,100,0,55
2691,Missouri,Harrison,7,14,0,43
2692,Missouri,Shannon,12,11,0,35
2693,Missouri,New_Madrid,19,20,0,15
2694,Missouri,Ste_Genevieve,2,6,0,13
2695,Missouri,Howell,23,133,1,66
2696,Missouri,St_Louis,389,1650,89,709
2697,Missouri,Wright,8,22,0,58
2698,Missouri,Jasper,40,225,4,117
2699,Missouri,Carroll,19,23,1,46
2700,Missouri,St_Francois,21,81,0,38
2701,Missouri,Dent,13,29,1,49
2702,Missouri,Scotland,9,9,0,9
2703,Missouri,Nodaway,23,70,1,74
2704,Missouri,Ozark,6,19,0,11
2705,Missouri,Camden,13,89,1,22
2706,Missouri,Douglas,3,12,0,51
2707,Missouri,Butler,9,28,0,53
2708,Missouri,Marion,33,39,2,37
2709,Missouri,Benton,21,8,0,33
2710,Missouri,Cooper,15,34,2,28
2711,Missouri,Stoddard,5,51,0,47
2712,Missouri,Newton,10,44,1,47
2713,Missouri,Worth,1,3,0,25
2714,Missouri,Johnson,26,152,4,55
2715,Missouri,Cedar,14,11,0,29
2716,Missouri,Cape_Girardeau,36,126,1,64
2717,Missouri,DeKalb,3,7,1,29
2718,Missouri,Pemiscot,5,41,2,31
2719,Missouri,Buchanan,43,138,6,115
2720,Missouri,Scott,6,51,1,27
2721,Missouri,Polk,11,43,2,36
2722,Missouri,Lawrence,13,53,2,16
2723,Missouri,Laclede,6,26,0,49
2724,Missouri,Greene,105,407,22,233
2725,Missouri,Lafayette,24,94,6,77
2726,Missouri,Bates,9,29,0,60
2727,Missouri,Perry,4,30,0,41
2728,Missouri,Callaway,12,79,4,46
2729,Missouri,Henry,14,37,0,70
2730,Missouri,Clark,4,6,0,34
2731,Missouri,Jefferson,40,175,7,94
2732,Missouri,Ray,11,32,1,49
2733,Missouri,Bollinger,9,27,0,44
2734,Missouri,Moniteau,11,19,0,33
2735,Missouri,Atchison,4,11,2,66
2736,Missouri,Livingston,7,31,0,43
2737,Missouri,Daviess,1,12,2,33
2738,Missouri,Miller,11,28,1,32
2739,Missouri,Lincoln,38,58,2,55
2740,Missouri,Barton,3,26,0,35
2741,Missouri,Christian,8,75,1,36
2742,Missouri,Hickory,12,6,0,14
2743,Missouri,Barry,23,45,0,40
2744,Missouri,Warren,28,43,0,45
2745,Missouri,Clay,139,482,17,215
2746,Missouri,Maries,3,5,0,40
2747,Missouri,Dunklin,14,48,2,25
2748,Missouri,St_Charles,119,459,32,153
2749,Missouri,Jackson,536,1244,47,572
2750,Missouri,Cass,40,127,2,120
2751,Missouri,Gasconade,5,16,0,17
2752,Missouri,Macon,13,19,1,53
2753,Missouri,Iron,3,24,0,19
2754,Missouri,Washington,8,30,1,40
2755,Missouri,Taney,41,106,10,48
2756,Missouri,Holt,6,3,2,39
2757,Missouri,Morgan,2,17,1,21
2758,Missouri,Grundy,8,22,1,29
2759,Missouri,Stone,28,24,0,17
2760,Missouri,McDonald,5,14,0,28
2761,Missouri,Adair,15,40,1,39
2762,Missouri,Ralls,18,7,0,22
2763,Missouri,Crawford,21,27,0,56
2764,Missouri,Randolph,29,36,3,39
2765,Missouri,Wayne,15,19,0,26
2766,Missouri,Clinton,19,45,1,50
2767,Missouri,Pettis,34,61,0,50
2768,Missouri,Saline,10,57,4,53
2769,Missouri,Osage,1,11,0,22
2770,Missouri,Ripley,5,3,0,29
2771,Missouri,Andrew,5,37,0,46
2772,Missouri,Webster,13,18,1,47
2773,Missouri,Sullivan,3,11,0,11
2774,Missouri,Platte,69,271,16,84
2775,Missouri,Dade,3,6,0,4
2776,Missouri,Pulaski,13,51,0,42
2777,Missouri,Vernon,14,36,1,61
