census_block_id	category	sub_category	value	devices	sub_category_sort_order	unit
290950086005	Race	White	0.8467	1	5	percent
300010002004	Population	Population	1011	2	1	people
300010002004	Population	Median Age	59.1	2	2	people
300010002004	Age	<18	0.1622	2	1	percent
300010002004	Age	18-24	0.0	2	2	percent
300010002004	Age	25-34	0.0712	2	3	percent
300010002004	Age	35-44	0.1414	2	4	percent
300010002004	Age	45-54	0.0346	2	5	percent
300010002004	Age	55-64	0.2641	2	6	percent
300010002004	Age	65+	0.3264	2	7	percent
300010002004	Economic	Median HH Income	36406.0	2	1	dollar
300010002004	Economic	Median Home Value	283000.0	2	2	dollar
300010002004	Education	No HS	0.0519	2	1	percent
300010002004	Education	HS	0.4345	2	2	percent
300010002004	Education	Some College/2 Year	0.209	2	3	percent
300010002004	Education	Bachelor	0.222	2	4	percent
300010002004	Education	Higher Degree	0.0826	2	5	percent
300010002004	Income	0-29K	0.4614	2	1	percent
300010002004	Income	30-74K	0.2927	2	2	percent
300010002004	Income	75-99K	0.065	2	3	percent
300010002004	Income	100-149K	0.1118	2	4	percent
300010002004	Income	150K+	0.0691	2	5	percent
300010002004	Race	African American	0.0	2	1	percent
300010002004	Race	Asian	0.0	2	2	percent
300010002004	Race	Hispanic	0.0059	2	3	percent
300010002004	Race	Other or Mixed	0.0861	2	4	percent
300010002004	Race	White	0.908	2	5	percent
300010003001	Population	Population	931	1	1	people
300010003001	Population	Median Age	28.5	1	2	people
300010003001	Age	<18	0.217	1	1	percent
300010003001	Age	18-24	0.1901	1	2	percent
300010003001	Age	25-34	0.2095	1	3	percent
300010003001	Age	35-44	0.0602	1	4	percent
300010003001	Age	45-54	0.0473	1	5	percent
300010003001	Age	55-64	0.0569	1	6	percent
300010003001	Age	65+	0.2191	1	7	percent
300010003001	Economic	Median HH Income	38000.0	1	1	dollar
300010003001	Economic	Median Home Value	-6.66666666E8	1	2	dollar
300010003001	Education	No HS	0.029	1	1	percent
300010003001	Education	HS	0.1558	1	2	percent
300010003001	Education	Some College/2 Year	0.5797	1	3	percent
300010003001	Education	Bachelor	0.1014	1	4	percent
300010003001	Education	Higher Degree	0.1341	1	5	percent
300010003001	Income	0-29K	0.425	1	1	percent
300010003001	Income	30-74K	0.3125	1	2	percent
300010003001	Income	75-99K	0.2075	1	3	percent
300010003001	Income	100-149K	0.0275	1	4	percent
300010003001	Income	150K+	0.0275	1	5	percent
300010003001	Race	African American	0.0	1	1	percent
300010003001	Race	Asian	0.0	1	2	percent
300010003001	Race	Hispanic	0.0311	1	3	percent
300010003001	Race	Other or Mixed	0.0	1	4	percent
300010003001	Race	White	0.9689	1	5	percent
300039406002	Population	Population	2038	1	1	people
300039406002	Population	Median Age	25.9	1	2	people
300039406002	Age	<18	0.3916	1	1	percent
300039406002	Age	18-24	0.0883	1	2	percent
300039406002	Age	25-34	0.131	1	3	percent
300039406002	Age	35-44	0.0765	1	4	percent
300039406002	Age	45-54	0.1246	1	5	percent
300039406002	Age	55-64	0.0893	1	6	percent
300039406002	Age	65+	0.0986	1	7	percent
300039406002	Economic	Median HH Income	45104.0	1	1	dollar
300039406002	Economic	Median Home Value	121700.0	1	2	dollar
300039406002	Education	No HS	0.0689	1	1	percent
300039406002	Education	HS	0.3396	1	2	percent
300039406002	Education	Some College/2 Year	0.4264	1	3	percent
300039406002	Education	Bachelor	0.0887	1	4	percent
300039406002	Education	Higher Degree	0.0764	1	5	percent
300039406002	Income	0-29K	0.3563	1	1	percent
300039406002	Income	30-74K	0.3848	1	2	percent
300039406002	Income	75-99K	0.0451	1	3	percent
300039406002	Income	100-149K	0.1473	1	4	percent
300039406002	Income	150K+	0.0665	1	5	percent
300039406002	Race	African American	0.0	1	1	percent
300039406002	Race	Asian	0.0	1	2	percent
300039406002	Race	Hispanic	0.0319	1	3	percent
300039406002	Race	Other or Mixed	0.9146	1	4	percent
300039406002	Race	White	0.0535	1	5	percent
300050001001	Population	Population	1330	1	1	people
300050001001	Population	Median Age	40.4	1	2	people
300050001001	Age	<18	0.2331	1	1	percent
300050001001	Age	18-24	0.1173	1	2	percent
300050001001	Age	25-34	0.0932	1	3	percent
300050001001	Age	35-44	0.1293	1	4	percent
300050001001	Age	45-54	0.1053	1	5	percent
300050001001	Age	55-64	0.1233	1	6	percent
300050001001	Age	65+	0.1985	1	7	percent
300050001001	Economic	Median HH Income	54769.0	1	1	dollar
300050001001	Economic	Median Home Value	104900.0	1	2	dollar
300050001001	Education	No HS	0.0764	1	1	percent
300050001001	Education	HS	0.2662	1	2	percent
300050001001	Education	Some College/2 Year	0.3657	1	3	percent
300050001001	Education	Bachelor	0.2477	1	4	percent
300050001001	Education	Higher Degree	0.044	1	5	percent
300050001001	Income	0-29K	0.2657	1	1	percent
300050001001	Income	30-74K	0.4604	1	2	percent
300050001001	Income	75-99K	0.1034	1	3	percent
300050001001	Income	100-149K	0.0832	1	4	percent
300050001001	Income	150K+	0.0872	1	5	percent
300050001001	Race	African American	0.0	1	1	percent
300050001001	Race	Asian	0.003	1	2	percent
300050001001	Race	Hispanic	0.0421	1	3	percent
300050001001	Race	Other or Mixed	0.2767	1	4	percent
300050001001	Race	White	0.6782	1	5	percent
300050002001	Population	Population	708	1	1	people
300050002001	Population	Median Age	43.5	1	2	people
300050002001	Age	<18	0.2754	1	1	percent
300050002001	Age	18-24	0.041	1	2	percent
300050002001	Age	25-34	0.0989	1	3	percent
300050002001	Age	35-44	0.0918	1	4	percent
300050002001	Age	45-54	0.0904	1	5	percent
300050002001	Age	55-64	0.2105	1	6	percent
300050002001	Age	65+	0.1921	1	7	percent
300050002001	Economic	Median HH Income	65625.0	1	1	dollar
300050002001	Economic	Median Home Value	225000.0	1	2	dollar
300050002001	Education	No HS	0.0764	1	1	percent
300050002001	Education	HS	0.2624	1	2	percent
300050002001	Education	Some College/2 Year	0.4587	1	3	percent
300050002001	Education	Bachelor	0.1364	1	4	percent
300050002001	Education	Higher Degree	0.0661	1	5	percent
300050002001	Income	0-29K	0.2648	1	1	percent
300050002001	Income	30-74K	0.3794	1	2	percent
300050002001	Income	75-99K	0.1739	1	3	percent
300050002001	Income	100-149K	0.1423	1	4	percent
300050002001	Income	150K+	0.0395	1	5	percent
300050002001	Race	African American	0.0	1	1	percent
300050002001	Race	Asian	0.0	1	2	percent
300050002001	Race	Hispanic	0.0904	1	3	percent
300050002001	Race	Other or Mixed	0.0127	1	4	percent
300050002001	Race	White	0.8969	1	5	percent
300050002002	Population	Population	1565	1	1	people
300050002002	Population	Median Age	45.5	1	2	people
300050002002	Age	<18	0.2505	1	1	percent
300050002002	Age	18-24	0.0466	1	2	percent
300050002002	Age	25-34	0.0933	1	3	percent
300050002002	Age	35-44	0.0965	1	4	percent
300050002002	Age	45-54	0.1655	1	5	percent
300050002002	Age	55-64	0.1042	1	6	percent
300050002002	Age	65+	0.2435	1	7	percent
300050002002	Economic	Median HH Income	50682.0	1	1	dollar
300050002002	Economic	Median Home Value	146800.0	1	2	dollar
300050002002	Education	No HS	0.0509	1	1	percent
300050002002	Education	HS	0.2882	1	2	percent
300050002002	Education	Some College/2 Year	0.28	1	3	percent
300050002002	Education	Bachelor	0.2291	1	4	percent
300050002002	Education	Higher Degree	0.1518	1	5	percent
300050002002	Income	0-29K	0.374	1	1	percent
300050002002	Income	30-74K	0.3333	1	2	percent
300050002002	Income	75-99K	0.0366	1	3	percent
300050002002	Income	100-149K	0.1098	1	4	percent
300050002002	Income	150K+	0.1463	1	5	percent
300050002002	Race	African American	0.0166	1	1	percent
300050002002	Race	Asian	0.0	1	2	percent
300050002002	Race	Hispanic	0.0	1	3	percent
300050002002	Race	Other or Mixed	0.0665	1	4	percent
300050002002	Race	White	0.9169	1	5	percent
300090003001	Population	Population	844	1	1	people
300090003001	Population	Median Age	59.6	1	2	people
300090003001	Age	<18	0.1137	1	1	percent
300090003001	Age	18-24	0.0403	1	2	percent
300090003001	Age	25-34	0.0746	1	3	percent
300090003001	Age	35-44	0.1374	1	4	percent
300090003001	Age	45-54	0.1019	1	5	percent
300090003001	Age	55-64	0.1789	1	6	percent
300090003001	Age	65+	0.3531	1	7	percent
300090003001	Economic	Median HH Income	34583.0	1	1	dollar
300090003001	Economic	Median Home Value	340000.0	1	2	dollar
300090003001	Education	No HS	0.0238	1	1	percent
300090003001	Education	HS	0.1779	1	2	percent
300090003001	Education	Some College/2 Year	0.437	1	3	percent
300090003001	Education	Bachelor	0.2549	1	4	percent
300090003001	Education	Higher Degree	0.1064	1	5	percent
300090003001	Income	0-29K	0.3398	1	1	percent
300090003001	Income	30-74K	0.493	1	2	percent
300090003001	Income	75-99K	0.0634	1	3	percent
300090003001	Income	100-149K	0.0106	1	4	percent
300090003001	Income	150K+	0.0933	1	5	percent
300090003001	Race	African American	0.0142	1	1	percent
300090003001	Race	Asian	0.0142	1	2	percent
300090003001	Race	Hispanic	0.0924	1	3	percent
300090003001	Race	Other or Mixed	0.0	1	4	percent
300090003001	Race	White	0.8791	1	5	percent
300130001001	Population	Population	1812	1	1	people
300130001001	Population	Median Age	35.8	1	2	people
300130001001	Age	<18	0.2362	1	1	percent
300130001001	Age	18-24	0.0635	1	2	percent
300130001001	Age	25-34	0.1435	1	3	percent
300130001001	Age	35-44	0.1297	1	4	percent
300130001001	Age	45-54	0.1457	1	5	percent
300130001001	Age	55-64	0.101	1	6	percent
300130001001	Age	65+	0.1805	1	7	percent
300130001001	Economic	Median HH Income	50987.0	1	1	dollar
300130001001	Economic	Median Home Value	170500.0	1	2	dollar
300130001001	Education	No HS	0.0457	1	1	percent
300130001001	Education	HS	0.1608	1	2	percent
300130001001	Education	Some College/2 Year	0.5091	1	3	percent
300130001001	Education	Bachelor	0.1545	1	4	percent
300130001001	Education	Higher Degree	0.13	1	5	percent
300130001001	Income	0-29K	0.2073	1	1	percent
300130001001	Income	30-74K	0.4122	1	2	percent
300130001001	Income	75-99K	0.1756	1	3	percent
300130001001	Income	100-149K	0.1037	1	4	percent
300130001001	Income	150K+	0.1012	1	5	percent
300130001001	Race	African American	0.0	1	1	percent
300130001001	Race	Asian	0.0	1	2	percent
300130001001	Race	Hispanic	0.0044	1	3	percent
300130001001	Race	Other or Mixed	0.0751	1	4	percent
300130001001	Race	White	0.9205	1	5	percent
300130007002	Population	Population	1077	1	1	people
300130007002	Population	Median Age	35.0	1	2	people
300130007002	Age	<18	0.2089	1	1	percent
300130007002	Age	18-24	0.1337	1	2	percent
300130007002	Age	25-34	0.1588	1	3	percent
300130007002	Age	35-44	0.1439	1	4	percent
300130007002	Age	45-54	0.1402	1	5	percent
300130007002	Age	55-64	0.1161	1	6	percent
300130007002	Age	65+	0.0984	1	7	percent
300130007002	Economic	Median HH Income	39076.0	1	1	dollar
300130007002	Economic	Median Home Value	147100.0	1	2	dollar
300130007002	Education	No HS	0.1921	1	1	percent
300130007002	Education	HS	0.4251	1	2	percent
300130007002	Education	Some College/2 Year	0.274	1	3	percent
300130007002	Education	Bachelor	0.1003	1	4	percent
300130007002	Education	Higher Degree	0.0085	1	5	percent
300130007002	Income	0-29K	0.3574	1	1	percent
300130007002	Income	30-74K	0.4557	1	2	percent
300130007002	Income	75-99K	0.0361	1	3	percent
300130007002	Income	100-149K	0.1115	1	4	percent
300130007002	Income	150K+	0.0393	1	5	percent
300130007002	Race	African American	0.0	1	1	percent
300130007002	Race	Asian	0.0056	1	2	percent
300130007002	Race	Hispanic	0.0919	1	3	percent
300130007002	Race	Other or Mixed	0.1736	1	4	percent
300130007002	Race	White	0.7289	1	5	percent
300130010003	Population	Population	520	3	1	people
300130010003	Population	Median Age	27.8	3	2	people
300130010003	Age	<18	0.3904	3	1	percent
300130010003	Age	18-24	0.0288	3	2	percent
300130010003	Age	25-34	0.1327	3	3	percent
300130010003	Age	35-44	0.1904	3	4	percent
300130010003	Age	45-54	0.075	3	5	percent
300130010003	Age	55-64	0.0385	3	6	percent
300130010003	Age	65+	0.1442	3	7	percent
300130010003	Economic	Median HH Income	49728.0	3	1	dollar
300130010003	Economic	Median Home Value	184200.0	3	2	dollar
300130010003	Education	No HS	0.0695	3	1	percent
300130010003	Education	HS	0.2682	3	2	percent
300130010003	Education	Some College/2 Year	0.4073	3	3	percent
300130010003	Education	Bachelor	0.2119	3	4	percent
300130010003	Education	Higher Degree	0.043	3	5	percent
300130010003	Income	0-29K	0.1006	3	1	percent
300130010003	Income	30-74K	0.5307	3	2	percent
300130010003	Income	75-99K	0.162	3	3	percent
300130010003	Income	100-149K	0.1397	3	4	percent
300130010003	Income	150K+	0.067	3	5	percent
300130010003	Race	African American	0.0	3	1	percent
300130010003	Race	Asian	0.0	3	2	percent
300130010003	Race	Hispanic	0.0404	3	3	percent
300130010003	Race	Other or Mixed	0.0058	3	4	percent
300130010003	Race	White	0.9538	3	5	percent
300130017001	Population	Population	451	1	1	people
300130017001	Population	Median Age	54.2	1	2	people
300130017001	Age	<18	0.1685	1	1	percent
300130017001	Age	18-24	0.0	1	2	percent
300130017001	Age	25-34	0.1109	1	3	percent
300130017001	Age	35-44	0.1397	1	4	percent
300130017001	Age	45-54	0.1197	1	5	percent
300130017001	Age	55-64	0.2572	1	6	percent
300130017001	Age	65+	0.204	1	7	percent
300130017001	Economic	Median HH Income	54853.0	1	1	dollar
300130017001	Economic	Median Home Value	178100.0	1	2	dollar
300130017001	Education	No HS	0.0667	1	1	percent
300130017001	Education	HS	0.376	1	2	percent
300130017001	Education	Some College/2 Year	0.2427	1	3	percent
300130017001	Education	Bachelor	0.1067	1	4	percent
300130017001	Education	Higher Degree	0.208	1	5	percent
300130017001	Income	0-29K	0.243	1	1	percent
300130017001	Income	30-74K	0.3879	1	2	percent
300130017001	Income	75-99K	0.0841	1	3	percent
300130017001	Income	100-149K	0.285	1	4	percent
300130017001	Income	150K+	0.0	1	5	percent
300130017001	Race	African American	0.0	1	1	percent
300130017001	Race	Asian	0.0	1	2	percent
300130017001	Race	Hispanic	0.0	1	3	percent
300130017001	Race	Other or Mixed	0.0244	1	4	percent
300130017001	Race	White	0.9756	1	5	percent
300130019003	Population	Population	2701	1	1	people
300130019003	Population	Median Age	40.7	1	2	people
300130019003	Age	<18	0.2821	1	1	percent
300130019003	Age	18-24	0.0307	1	2	percent
300130019003	Age	25-34	0.0389	1	3	percent
300130019003	Age	35-44	0.1918	1	4	percent
300130019003	Age	45-54	0.097	1	5	percent
300130019003	Age	55-64	0.1622	1	6	percent
300130019003	Age	65+	0.1973	1	7	percent
300130019003	Economic	Median HH Income	94571.0	1	1	dollar
300130019003	Economic	Median Home Value	299900.0	1	2	dollar
300130019003	Education	No HS	0.0603	1	1	percent
300130019003	Education	HS	0.2468	1	2	percent
300130019003	Education	Some College/2 Year	0.3071	1	3	percent
300130019003	Education	Bachelor	0.229	1	4	percent
300130019003	Education	Higher Degree	0.1568	1	5	percent
300130019003	Income	0-29K	0.1311	1	1	percent
300130019003	Income	30-74K	0.32	1	2	percent
300130019003	Income	75-99K	0.1096	1	3	percent
300130019003	Income	100-149K	0.2358	1	4	percent
300130019003	Income	150K+	0.2035	1	5	percent
300130019003	Race	African American	0.0174	1	1	percent
300130019003	Race	Asian	0.0	1	2	percent
300130019003	Race	Hispanic	0.0144	1	3	percent
300130019003	Race	Other or Mixed	0.0589	1	4	percent
300130019003	Race	White	0.9093	1	5	percent
300130022012	Population	Population	2489	1	1	people
300130022012	Population	Median Age	55.7	1	2	people
300130022012	Age	<18	0.1647	1	1	percent
300130022012	Age	18-24	0.0446	1	2	percent
300130022012	Age	25-34	0.0832	1	3	percent
300130022012	Age	35-44	0.0928	1	4	percent
300130022012	Age	45-54	0.0928	1	5	percent
300130022012	Age	55-64	0.2692	1	6	percent
300130022012	Age	65+	0.2527	1	7	percent
300130022012	Economic	Median HH Income	59250.0	1	1	dollar
300130022012	Economic	Median Home Value	227200.0	1	2	dollar
300130022012	Education	No HS	0.0798	1	1	percent
300130022012	Education	HS	0.3318	1	2	percent
300130022012	Education	Some College/2 Year	0.28	1	3	percent
300130022012	Education	Bachelor	0.189	1	4	percent
300130022012	Education	Higher Degree	0.1194	1	5	percent
300130022012	Income	0-29K	0.2434	1	1	percent
300130022012	Income	30-74K	0.3753	1	2	percent
300130022012	Income	75-99K	0.0372	1	3	percent
300130022012	Income	100-149K	0.1936	1	4	percent
300130022012	Income	150K+	0.1505	1	5	percent
300130022012	Race	African American	0.0	1	1	percent
300130022012	Race	Asian	0.0	1	2	percent
300130022012	Race	Hispanic	0.0068	1	3	percent
300130022012	Race	Other or Mixed	0.0165	1	4	percent
300130022012	Race	White	0.9767	1	5	percent
300130023011	Population	Population	2735	2	1	people
300130023011	Population	Median Age	33.4	2	2	people
300130023011	Age	<18	0.3397	2	1	percent
300130023011	Age	18-24	0.0278	2	2	percent
300130023011	Age	25-34	0.1803	2	3	percent
300130023011	Age	35-44	0.1002	2	4	percent
300130023011	Age	45-54	0.0899	2	5	percent
300130023011	Age	55-64	0.1141	2	6	percent
300130023011	Age	65+	0.1481	2	7	percent
300130023011	Economic	Median HH Income	126667.0	2	1	dollar
300130023011	Economic	Median Home Value	298800.0	2	2	dollar
300130023011	Education	No HS	0.0214	2	1	percent
300130023011	Education	HS	0.2358	2	2	percent
300130023011	Education	Some College/2 Year	0.2566	2	3	percent
300130023011	Education	Bachelor	0.3457	2	4	percent
300130023011	Education	Higher Degree	0.1405	2	5	percent
300130023011	Income	0-29K	0.017	2	1	percent
300130023011	Income	30-74K	0.2367	2	2	percent
300130023011	Income	75-99K	0.0655	2	3	percent
300130023011	Income	100-149K	0.4417	2	4	percent
300130023011	Income	150K+	0.2391	2	5	percent
300130023011	Race	African American	0.0	2	1	percent
300130023011	Race	Asian	0.0	2	2	percent
300130023011	Race	Hispanic	0.1481	2	3	percent
300130023011	Race	Other or Mixed	0.0537	2	4	percent
300130023011	Race	White	0.7982	2	5	percent
300130106002	Population	Population	941	1	1	people
300130106002	Population	Median Age	47.9	1	2	people
300130106002	Age	<18	0.2179	1	1	percent
300130106002	Age	18-24	0.0436	1	2	percent
300130106002	Age	25-34	0.0829	1	3	percent
300130106002	Age	35-44	0.1456	1	4	percent
300130106002	Age	45-54	0.0925	1	5	percent
300130106002	Age	55-64	0.153	1	6	percent
300130106002	Age	65+	0.2646	1	7	percent
300130106002	Economic	Median HH Income	53833.0	1	1	dollar
300130106002	Economic	Median Home Value	177300.0	1	2	dollar
300130106002	Education	No HS	0.0806	1	1	percent
300130106002	Education	HS	0.3626	1	2	percent
300130106002	Education	Some College/2 Year	0.3827	1	3	percent
300130106002	Education	Bachelor	0.105	1	4	percent
300130106002	Education	Higher Degree	0.0691	1	5	percent
300130106002	Income	0-29K	0.3214	1	1	percent
300130106002	Income	30-74K	0.3214	1	2	percent
300130106002	Income	75-99K	0.0791	1	3	percent
300130106002	Income	100-149K	0.2143	1	4	percent
300130106002	Income	150K+	0.0638	1	5	percent
300130106002	Race	African American	0.0	1	1	percent
300130106002	Race	Asian	0.0032	1	2	percent
300130106002	Race	Hispanic	0.0468	1	3	percent
300130106002	Race	Other or Mixed	0.051	1	4	percent
300130106002	Race	White	0.899	1	5	percent
300230004001	Population	Population	1079	1	1	people
300230004001	Population	Median Age	56.6	1	2	people
300230004001	Age	<18	0.0621	1	1	percent
300230004001	Age	18-24	0.012	1	2	percent
300230004001	Age	25-34	0.127	1	3	percent
300230004001	Age	35-44	0.1659	1	4	percent
300230004001	Age	45-54	0.1094	1	5	percent
300230004001	Age	55-64	0.2326	1	6	percent
300230004001	Age	65+	0.291	1	7	percent
300230004001	Economic	Median HH Income	53077.0	1	1	dollar
300230004001	Economic	Median Home Value	188200.0	1	2	dollar
300230004001	Education	No HS	0.1822	1	1	percent
300230004001	Education	HS	0.3233	1	2	percent
300230004001	Education	Some College/2 Year	0.3423	1	3	percent
300230004001	Education	Bachelor	0.1291	1	4	percent
300230004001	Education	Higher Degree	0.023	1	5	percent
300230004001	Income	0-29K	0.2626	1	1	percent
300230004001	Income	30-74K	0.3739	1	2	percent
300230004001	Income	75-99K	0.1029	1	3	percent
300230004001	Income	100-149K	0.1765	1	4	percent
300230004001	Income	150K+	0.084	1	5	percent
300230004001	Race	African American	0.0	1	1	percent
300230004001	Race	Asian	0.0269	1	2	percent
300230004001	Race	Hispanic	0.0	1	3	percent
300230004001	Race	Other or Mixed	0.0195	1	4	percent
300230004001	Race	White	0.9537	1	5	percent
300230005002	Population	Population	970	1	1	people
300230005002	Population	Median Age	32.8	1	2	people
300230005002	Age	<18	0.1897	1	1	percent
300230005002	Age	18-24	0.2351	1	2	percent
300230005002	Age	25-34	0.0825	1	3	percent
300230005002	Age	35-44	0.0835	1	4	percent
300230005002	Age	45-54	0.0732	1	5	percent
300230005002	Age	55-64	0.0969	1	6	percent
300230005002	Age	65+	0.2392	1	7	percent
300230005002	Economic	Median HH Income	84000.0	1	1	dollar
300230005002	Economic	Median Home Value	239000.0	1	2	dollar
300230005002	Education	No HS	0.0735	1	1	percent
300230005002	Education	HS	0.3351	1	2	percent
300230005002	Education	Some College/2 Year	0.2724	1	3	percent
300230005002	Education	Bachelor	0.2401	1	4	percent
300230005002	Education	Higher Degree	0.0789	1	5	percent
300230005002	Income	0-29K	0.1678	1	1	percent
300230005002	Income	30-74K	0.274	1	2	percent
300230005002	Income	75-99K	0.1507	1	3	percent
300230005002	Income	100-149K	0.3185	1	4	percent
300230005002	Income	150K+	0.089	1	5	percent
300230005002	Race	African American	0.0082	1	1	percent
300230005002	Race	Asian	0.0093	1	2	percent
300230005002	Race	Hispanic	0.068	1	3	percent
300230005002	Race	Other or Mixed	0.068	1	4	percent
300230005002	Race	White	0.8464	1	5	percent
300270302011	Population	Population	750	1	1	people
300270302011	Population	Median Age	54.2	1	2	people
300270302011	Age	<18	0.1107	1	1	percent
300270302011	Age	18-24	0.1053	1	2	percent
300270302011	Age	25-34	0.024	1	3	percent
300270302011	Age	35-44	0.2027	1	4	percent
300270302011	Age	45-54	0.0893	1	5	percent
300270302011	Age	55-64	0.224	1	6	percent
300270302011	Age	65+	0.244	1	7	percent
300270302011	Economic	Median HH Income	40060.0	1	1	dollar
300270302011	Economic	Median Home Value	103100.0	1	2	dollar
300270302011	Education	No HS	0.0017	1	1	percent
300270302011	Education	HS	0.5578	1	2	percent
300270302011	Education	Some College/2 Year	0.2823	1	3	percent
300270302011	Education	Bachelor	0.0884	1	4	percent
300270302011	Education	Higher Degree	0.0697	1	5	percent
300270302011	Income	0-29K	0.3137	1	1	percent
300270302011	Income	30-74K	0.4858	1	2	percent
300270302011	Income	75-99K	0.1462	1	3	percent
300270302011	Income	100-149K	0.0542	1	4	percent
300270302011	Income	150K+	0.0	1	5	percent
300270302011	Race	African American	0.0	1	1	percent
300270302011	Race	Asian	0.0	1	2	percent
300270302011	Race	Hispanic	0.0	1	3	percent
300270302011	Race	Other or Mixed	0.0827	1	4	percent
300270302011	Race	White	0.9173	1	5	percent
300290002021	Population	Population	1602	1	1	people
300290002021	Population	Median Age	35.7	1	2	people
300290002021	Age	<18	0.2241	1	1	percent
300290002021	Age	18-24	0.0549	1	2	percent
300290002021	Age	25-34	0.1804	1	3	percent
300290002021	Age	35-44	0.1017	1	4	percent
300290002021	Age	45-54	0.0531	1	5	percent
300290002021	Age	55-64	0.2085	1	6	percent
300290002021	Age	65+	0.1773	1	7	percent
300290002021	Economic	Median HH Income	74167.0	1	1	dollar
300290002021	Economic	Median Home Value	363500.0	1	2	dollar
300290002021	Education	No HS	0.0251	1	1	percent
300290002021	Education	HS	0.2935	1	2	percent
300290002021	Education	Some College/2 Year	0.368	1	3	percent
300290002021	Education	Bachelor	0.2043	1	4	percent
300290002021	Education	Higher Degree	0.1091	1	5	percent
300290002021	Income	0-29K	0.114	1	1	percent
300290002021	Income	30-74K	0.3958	1	2	percent
300290002021	Income	75-99K	0.3208	1	3	percent
300290002021	Income	100-149K	0.0537	1	4	percent
300290002021	Income	150K+	0.1156	1	5	percent
300290002021	Race	African American	0.0094	1	1	percent
300290002021	Race	Asian	0.0	1	2	percent
300290002021	Race	Hispanic	0.0012	1	3	percent
300290002021	Race	Other or Mixed	0.0968	1	4	percent
300290002021	Race	White	0.8926	1	5	percent
300290002022	Population	Population	1639	1	1	people
300290002022	Population	Median Age	34.4	1	2	people
300290002022	Age	<18	0.2904	1	1	percent
300290002022	Age	18-24	0.0549	1	2	percent
300290002022	Age	25-34	0.1971	1	3	percent
300290002022	Age	35-44	0.1696	1	4	percent
300290002022	Age	45-54	0.0628	1	5	percent
300290002022	Age	55-64	0.1056	1	6	percent
300290002022	Age	65+	0.1196	1	7	percent
300290002022	Economic	Median HH Income	68889.0	1	1	dollar
300290002022	Economic	Median Home Value	359800.0	1	2	dollar
300290002022	Education	No HS	0.0485	1	1	percent
300290002022	Education	HS	0.3038	1	2	percent
300290002022	Education	Some College/2 Year	0.4278	1	3	percent
300290002022	Education	Bachelor	0.1799	1	4	percent
300290002022	Education	Higher Degree	0.0401	1	5	percent
300290002022	Income	0-29K	0.0857	1	1	percent
300290002022	Income	30-74K	0.4837	1	2	percent
300290002022	Income	75-99K	0.0755	1	3	percent
300290002022	Income	100-149K	0.1184	1	4	percent
300290002022	Income	150K+	0.2367	1	5	percent
300290002022	Race	African American	0.0	1	1	percent
300290002022	Race	Asian	0.0	1	2	percent
300290002022	Race	Hispanic	0.0	1	3	percent
300290002022	Race	Other or Mixed	0.0024	1	4	percent
300290002022	Race	White	0.9976	1	5	percent
300290003011	Population	Population	749	1	1	people
300290003011	Population	Median Age	32.9	1	2	people
300290003011	Age	<18	0.2724	1	1	percent
300290003011	Age	18-24	0.0654	1	2	percent
300290003011	Age	25-34	0.1709	1	3	percent
300290003011	Age	35-44	0.1469	1	4	percent
300290003011	Age	45-54	0.02	1	5	percent
300290003011	Age	55-64	0.0441	1	6	percent
300290003011	Age	65+	0.2804	1	7	percent
300290003011	Economic	Median HH Income	-6.66666666E8	1	1	dollar
300290003011	Economic	Median Home Value	-6.66666666E8	1	2	dollar
300290003011	Education	No HS	0.0	1	1	percent
300290003011	Education	HS	0.1774	1	2	percent
300290003011	Education	Some College/2 Year	0.1573	1	3	percent
300290003011	Education	Bachelor	0.5685	1	4	percent
300290003011	Education	Higher Degree	0.0968	1	5	percent
300290003011	Income	0-29K	0.2054	1	1	percent
300290003011	Income	30-74K	0.3527	1	2	percent
300290003011	Income	75-99K	0.0759	1	3	percent
300290003011	Income	100-149K	0.2321	1	4	percent
300290003011	Income	150K+	0.1339	1	5	percent
300290003011	Race	African American	0.0	1	1	percent
300290003011	Race	Asian	0.0	1	2	percent
300290003011	Race	Hispanic	0.0	1	3	percent
300290003011	Race	Other or Mixed	0.0	1	4	percent
300290003011	Race	White	1.0	1	5	percent
300290006011	Population	Population	2207	1	1	people
300290006011	Population	Median Age	42.1	1	2	people
300290006011	Age	<18	0.2098	1	1	percent
300290006011	Age	18-24	0.0807	1	2	percent
300290006011	Age	25-34	0.1183	1	3	percent
300290006011	Age	35-44	0.1654	1	4	percent
300290006011	Age	45-54	0.1944	1	5	percent
300290006011	Age	55-64	0.1015	1	6	percent
300290006011	Age	65+	0.13	1	7	percent
300290006011	Economic	Median HH Income	84167.0	1	1	dollar
300290006011	Economic	Median Home Value	449800.0	1	2	dollar
300290006011	Education	No HS	0.0166	1	1	percent
300290006011	Education	HS	0.1903	1	2	percent
300290006011	Education	Some College/2 Year	0.2593	1	3	percent
300290006011	Education	Bachelor	0.3474	1	4	percent
300290006011	Education	Higher Degree	0.1865	1	5	percent
300290006011	Income	0-29K	0.0963	1	1	percent
300290006011	Income	30-74K	0.384	1	2	percent
300290006011	Income	75-99K	0.1222	1	3	percent
300290006011	Income	100-149K	0.1642	1	4	percent
300290006011	Income	150K+	0.2333	1	5	percent
